Age,Gender,Education_Level,Years_of_Experience,Workload,Leadership_Style,Compensation,Organizational_Support,Conscientiousness,Emotional_Resilience,Stress_Levels,Emotion_Focused_Coping,Job_Satisfaction,Productivity,Attendance,Attrition
56,Male,Master's,17,26,Supportive,68563,High,3.197073973,2.933568267,3.569235823,3.231210725,4.215774123,53.57006005,99.38118331,0
42,Female,High School,2,25,Democratic,42161,Low,2.920431312,3.67122488,1.755477531,4.000245297,4.85102139,54.11467705,96.32666254,1
24,Male,High School,23,46,Authoritarian,68169,Low,2.147262989,2.743393438,1.208982335,2.44299098,3.848766913,50.91596713,97.68538097,1
21,Female,Bachelor's,20,33,Authoritarian,70167,High,2.264018891,3.009099458,3.547768042,2.924075119,1.409601399,62.42568546,96.26077291,1
50,Female,Bachelor's,13,51,Supportive,31779,Moderate,4.655060013,1.106410254,2.273877702,4.70296253,2.316973915,55.99700919,99.17175435,1
33,Male,High School,7,29,Democratic,56572,High,1.616590097,3.603210761,4.210716651,2.792300606,1.349796337,57.40554624,96.52082683,1
53,Female,PhD,25,53,Supportive,86805,Low,1.089796994,3.641547353,4.36417993,3.024145081,3.353231078,54.75325616,90.09970972,1
54,Male,High School,23,21,Authoritarian,95602,Moderate,4.250450556,3.310645747,4.056976885,2.332156941,1.506886684,79.27422546,95.50989244,1
50,Male,Bachelor's,14,32,Authoritarian,59680,Moderate,1.075710562,2.575911316,4.729967119,1.63503166,2.491481323,56.45453309,97.44165762,1
29,Female,High School,27,25,Supportive,50981,Moderate,1.570617406,3.303140844,2.375414302,2.609780554,4.667499316,98.66400758,92.47710972,0
41,Male,PhD,34,36,Democratic,71025,High,2.820496924,1.732792981,4.766532726,1.750912302,2.689168451,70.21873498,93.84950884,1
25,Female,Bachelor's,3,24,Supportive,134089,Moderate,4.687949904,1.679959252,1.696736752,4.993109715,1.630445396,70.4406945,97.8043964,1
45,Female,PhD,26,20,Authoritarian,84659,High,2.368090657,1.316745636,1.04276796,3.099267001,2.374828369,94.99397603,99.53895064,0
23,Male,Master's,10,47,Supportive,91991,Moderate,4.55727504,4.109182303,4.118305795,3.898436774,4.0178859,90.097316,97.63499075,1
28,Male,Master's,22,51,Democratic,80468,Moderate,2.100944424,1.698600262,4.96212762,3.762672062,2.776257966,70.57423561,96.83360795,1
54,Male,Master's,32,41,Supportive,131839,Moderate,4.619847521,3.477392996,2.063580968,2.847337738,2.667396958,55.21733067,95.61755453,0
46,Male,PhD,25,46,Supportive,65321,High,4.30581461,4.50048397,2.77140079,4.783324684,4.37965634,56.02822479,90.74783256,0
38,Female,Master's,38,48,Supportive,45078,High,3.905986985,1.686803346,2.647975958,2.03615684,3.783209259,93.11496085,92.54420491,1
55,Female,Master's,32,24,Democratic,133361,High,1.143571005,2.061252428,4.000369651,4.690725736,4.366153871,81.64660893,97.59806907,1
47,Male,Master's,33,51,Supportive,129273,Moderate,1.49313571,2.979016962,4.033634563,4.116375774,4.052242415,91.88787227,99.69371678,1
37,Male,Bachelor's,1,59,Authoritarian,96490,Moderate,3.930800735,1.042689151,4.231862757,2.116340545,2.863775804,51.31284094,92.55365627,1
36,Female,Master's,26,59,Democratic,41110,Low,2.020929737,4.971323302,1.993874098,1.292207107,3.098342316,65.12339135,90.52655759,1
24,Female,PhD,20,25,Democratic,38418,High,2.800207722,1.612539202,1.712081297,2.811072518,3.604769233,51.58945748,92.33094071,1
56,Male,Bachelor's,21,43,Authoritarian,129397,Low,2.250964465,4.642572063,2.40368838,2.930022366,2.274700615,84.34780346,95.65560293,1
29,Female,High School,27,25,Supportive,50981,Moderate,1.570617406,3.303140844,2.375414302,2.609780554,4.667499316,98.66400758,92.47710972,0
52,Female,Bachelor's,37,36,Supportive,74565,High,1.743734563,4.691720312,1.246567534,2.012608502,3.484800578,70.1615264,91.98736664,0
48,Male,Bachelor's,37,27,Authoritarian,43731,Low,4.181151396,2.886434283,2.729423969,1.101788573,4.090976578,83.93908471,91.50214895,1
38,Male,Master's,15,27,Supportive,148423,Moderate,2.8913025,3.415495647,2.468531341,1.325959909,3.268319882,76.60849804,93.79123911,0
28,Male,Bachelor's,31,47,Supportive,52763,Moderate,3.228027225,4.54842605,4.212224872,4.058474936,4.343937796,85.7345867,92.21915623,1
25,Male,Master's,21,29,Democratic,60733,High,1.704330532,4.568611667,3.343590413,3.611039024,4.12813708,74.1624347,92.3076839,0
58,Female,High School,20,20,Authoritarian,98369,Low,1.185611544,3.204565345,1.681076549,2.480591673,1.337168754,60.45424211,96.96684034,1
28,Male,Bachelor's,35,54,Supportive,91108,Moderate,3.830141751,1.854961048,3.301118379,3.097797578,3.247402612,61.0642033,97.20752218,0
49,Female,Master's,25,44,Authoritarian,33320,High,3.619082854,2.447080023,3.186718,1.230287461,1.069872521,62.60028356,94.06076292,1
49,Male,PhD,23,36,Supportive,37265,Low,1.514988812,3.01949926,3.412015362,3.869054101,4.072346165,64.21598435,92.64694896,1
29,Female,High School,27,25,Supportive,50981,Moderate,1.570617406,3.303140844,2.375414302,2.609780554,4.667499316,98.66400758,92.47710972,0
54,Male,Master's,32,41,Supportive,131839,Moderate,4.619847521,3.477392996,2.063580968,2.847337738,2.667396958,55.21733067,95.61755453,0
50,Male,High School,5,29,Supportive,33749,Low,3.679879696,1.498789788,1.25633835,1.310527541,3.580548496,73.42690226,92.34622267,1
44,Female,Bachelor's,38,40,Supportive,131196,Low,1.733621394,1.185032757,2.416984013,4.997459729,4.232672989,53.15083894,99.02827012,1
46,Female,Bachelor's,21,28,Authoritarian,47706,Low,2.16288923,3.955783386,3.692816984,2.078042485,2.457163019,67.91497068,97.05079928,1
57,Male,Master's,31,20,Authoritarian,118578,Moderate,4.585126209,4.844473072,1.38635473,4.340094353,4.342770349,51.5567869,99.34911795,0
19,Female,Bachelor's,8,37,Supportive,143153,Moderate,3.496768292,1.07801059,2.107991274,3.697730226,3.321328761,68.84475084,95.37009086,0
39,Female,Bachelor's,4,36,Democratic,56505,High,2.80925614,3.244027346,3.405642888,2.947228308,2.882367263,66.23394782,98.62501041,0
39,Male,Master's,9,48,Supportive,75406,Moderate,1.350302294,1.590985298,3.319287092,1.614474214,1.407562584,83.4735002,90.47925176,1
47,Female,Bachelor's,22,21,Democratic,80975,Low,4.733317676,1.34569853,3.550656185,1.564664133,3.891660212,66.17136777,99.4456037,1
47,Male,Master's,33,51,Supportive,129273,Moderate,1.49313571,2.979016962,4.033634563,4.116375774,4.052242415,91.88787227,99.69371678,1
44,Female,Master's,30,56,Supportive,33052,Moderate,2.726337316,1.134598894,3.578689144,1.194266612,1.176842976,90.7776127,96.01236058,1
37,Female,High School,36,56,Democratic,89840,Moderate,2.726640857,2.064982798,3.646612802,3.681414559,1.52244304,71.21818943,92.75944147,1
37,Male,Master's,4,28,Democratic,113996,High,3.927493012,1.029091231,2.479776528,4.023671659,4.833801426,63.41630345,91.47635964,0
37,Male,High School,17,49,Supportive,62991,High,1.898237877,3.329603859,3.151089965,4.943227284,3.958040933,92.36080839,99.66318492,0
50,Female,Bachelor's,13,51,Supportive,31779,Moderate,4.655060013,1.106410254,2.273877702,4.70296253,2.316973915,55.99700919,99.17175435,1
54,Female,Master's,28,33,Supportive,50541,Moderate,2.891517289,4.611506588,4.887698203,3.376485866,2.448913456,85.30611392,99.99816719,1
50,Male,Master's,10,25,Supportive,116148,Moderate,1.061789711,1.615303698,2.985214414,1.990475549,1.618256027,77.67793969,92.01078188,1
24,Male,Bachelor's,24,53,Supportive,63005,High,3.414977154,1.4620716,4.307614176,1.845054929,4.460763244,50.98161357,98.99893054,1
44,Female,Bachelor's,38,47,Authoritarian,147897,Low,3.703570491,3.696029426,1.473416405,1.215879046,4.974541794,89.57875482,99.94699159,1
45,Male,Master's,2,40,Authoritarian,95522,Moderate,4.552836773,2.694162309,2.616880176,2.025622372,4.324158108,55.02473796,97.46190483,0
46,Male,Bachelor's,8,50,Supportive,130336,Low,1.221399157,4.38624468,2.915975735,1.970308812,2.074909878,95.79752353,92.28088865,1
28,Female,Bachelor's,36,34,Authoritarian,101743,Low,1.285033331,4.592495339,1.015070778,4.588973301,2.100217791,76.07443109,96.31553485,1
39,Male,Bachelor's,29,46,Authoritarian,52259,Moderate,1.953708716,4.210258137,2.665568681,3.492531683,1.172008662,65.31905185,91.31286871,1
52,Female,Master's,25,36,Supportive,106448,Moderate,3.715603369,1.45434927,1.0045259,4.451154183,1.913745184,84.55368033,97.56604155,1
40,Male,Master's,28,49,Democratic,73162,Moderate,2.494161185,1.961050338,2.362620309,2.471940309,3.898162696,64.45031674,98.82549314,0
55,Male,High School,11,34,Supportive,61663,Moderate,2.932047422,3.394257401,4.176242504,3.125567173,1.963214049,71.2667298,97.60682514,1
42,Female,High School,32,41,Democratic,65187,Low,4.126541782,2.467992589,3.386064003,4.905960136,2.175560333,74.58562867,94.86350115,1
23,Female,Bachelor's,30,50,Supportive,114171,Moderate,4.561878296,4.842912353,4.817606039,2.274417485,3.003754767,52.38415721,98.7301711,1
48,Female,Master's,8,49,Supportive,108572,High,1.464722297,3.98356906,4.336501733,3.571007656,2.163455741,84.52692791,94.76842804,1
26,Female,High School,19,49,Authoritarian,107990,Low,4.744961551,2.012829927,3.62826073,3.95899979,4.474025883,77.14510657,91.41602576,1
40,Female,Master's,33,20,Authoritarian,126612,High,2.953238571,1.594069697,1.874961292,2.320447191,1.69643699,99.44188164,95.08840848,1
57,Male,Bachelor's,15,30,Supportive,106312,High,3.475740651,3.249513522,1.188156214,1.076995855,2.399089828,72.58662924,93.60584977,0
57,Male,Bachelor's,9,52,Supportive,72462,Low,4.453720058,4.404015067,3.082282177,4.837519418,1.376678793,52.4411021,92.60393014,1
53,Male,Bachelor's,5,48,Supportive,77058,Low,3.592126629,3.152270203,2.068287765,1.899251598,4.823446721,58.07937509,97.07964407,1
54,Female,Bachelor's,8,28,Supportive,133262,Moderate,3.350739002,4.345536943,3.673954484,4.283638536,2.016141594,99.09386482,96.52346248,0
37,Male,High School,27,55,Supportive,77779,Low,2.635172069,4.606022478,2.323179979,3.853829442,2.352574153,71.83889415,91.8419653,1
50,Female,Bachelor's,25,47,Authoritarian,101805,Low,2.918076948,3.696233811,4.46025012,3.91133665,1.279143136,52.49913575,99.79224972,1
32,Male,PhD,4,37,Supportive,133475,High,3.426646119,2.595286108,3.637782635,2.959574978,2.581016399,61.23820724,94.14732636,0
19,Female,High School,10,51,Supportive,77636,Low,2.282932369,1.236893222,2.423383645,4.160665548,3.55972275,95.34871465,97.32098256,1
34,Male,Bachelor's,21,46,Democratic,123851,Low,3.444093646,1.365006636,2.986199254,1.134601329,2.400027857,80.60248107,98.04281094,1
50,Female,Master's,25,45,Supportive,105020,Low,2.548733097,2.618580114,3.23674352,4.733501997,3.179146616,55.32558185,92.36636741,1
28,Female,Master's,14,22,Supportive,31044,High,3.893578755,3.790585531,2.858049002,4.459023582,2.346695337,91.42498561,91.2225294,1
33,Female,High School,9,34,Supportive,76015,High,1.22043856,1.006317684,3.234827978,4.387690398,3.736914844,75.88052387,92.04979943,0
35,Male,High School,27,50,Authoritarian,42467,Moderate,4.55135169,2.433450143,2.431139703,2.364068372,2.79737221,70.17947354,97.05020035,1
28,Female,Bachelor's,11,36,Supportive,41620,High,2.39504499,4.653198846,3.719243566,4.791480674,3.755823161,91.88693798,98.32333141,1
53,Female,PhD,35,37,Authoritarian,139545,High,4.473904605,1.404354377,3.862251309,4.768569929,3.733345125,79.73881074,92.08385203,0
50,Female,Bachelor's,34,25,Supportive,69451,High,1.021774837,3.91082548,1.658508986,2.731870188,2.329116282,98.96750122,92.95247055,0
34,Female,PhD,39,35,Supportive,50655,Low,4.767266,4.382834327,2.803629353,2.978359112,1.48706551,73.50101048,99.40581537,1
18,Male,Bachelor's,13,39,Democratic,85809,Moderate,2.835878872,4.263421023,2.575950031,3.635144471,3.451202289,89.9645003,97.17290681,0
42,Male,High School,26,51,Supportive,142196,Moderate,1.185047669,2.672522732,3.671697894,2.940221324,3.018569751,63.64113344,94.54062005,0
44,Female,Bachelor's,38,23,Supportive,56756,High,2.886652731,2.611104537,3.383791803,4.660129694,1.465611405,72.60913427,93.40816769,1
50,Male,Bachelor's,32,56,Supportive,139381,Low,2.60909907,4.296719999,4.913301906,2.729789438,3.338433438,56.98512141,92.53877548,1
41,Male,Bachelor's,28,34,Supportive,114181,Low,2.617964258,3.509586221,4.807062065,1.589651135,4.020322648,98.37008151,91.5531302,1
29,Male,Master's,36,43,Supportive,56639,Moderate,3.948254071,3.288218557,3.22770041,2.821456538,1.287501015,79.18661251,97.03380686,1
43,Female,High School,20,23,Democratic,67528,Low,3.239974686,1.702400559,3.535070639,4.795909376,2.780444139,56.41803064,99.38028127,1
43,Male,High School,20,22,Democratic,48562,Moderate,2.637556525,2.816911295,2.60128593,2.645020752,3.505797473,92.55184693,98.14294519,1
57,Male,Bachelor's,9,52,Supportive,72462,Low,4.453720058,4.404015067,3.082282177,4.837519418,1.376678793,52.4411021,92.60393014,1
39,Male,Master's,26,35,Supportive,111494,Moderate,3.887201686,4.824983823,1.282019822,1.9839704,2.425012172,77.05339293,97.33688459,0
21,Male,PhD,26,20,Supportive,133173,High,2.569528404,4.367722698,2.457545241,1.425790355,4.509916784,80.02278436,98.9153919,0
38,Male,Bachelor's,37,27,Authoritarian,142134,Moderate,3.760103296,1.407810198,4.408590991,4.004588976,1.889412077,54.24849187,91.93925224,1
33,Male,PhD,6,21,Authoritarian,84800,Moderate,1.667057075,4.372147788,2.833132866,3.391643969,4.508634417,91.05710457,98.46644064,0
18,Female,Bachelor's,15,24,Supportive,113565,Moderate,2.99697163,3.746297168,4.849400534,1.416049817,4.251619323,68.68767102,92.84968266,1
53,Female,PhD,25,53,Supportive,86805,Low,1.089796994,3.641547353,4.36417993,3.024145081,3.353231078,54.75325616,90.09970972,1
23,Male,Bachelor's,17,59,Democratic,76505,Moderate,1.703135263,1.81885579,1.907543659,1.386201914,3.141833236,81.95723691,94.21619698,0
46,Male,Bachelor's,28,35,Authoritarian,98931,Low,3.3632635,2.8277554,1.553061376,4.972904269,4.548674753,82.12899579,95.43287476,1
34,Female,Bachelor's,1,55,Supportive,54398,Low,3.707907009,3.92273639,2.751855856,4.522193369,3.089533222,78.37678932,94.93891352,1
43,Male,Bachelor's,19,52,Democratic,61826,High,3.410679844,3.958431876,1.279567248,2.994534026,1.338508782,83.36808987,90.95805356,1
29,Male,High School,15,38,Supportive,96830,Moderate,1.67284437,2.238912735,1.538862923,4.780149861,4.032294006,52.12623168,94.55610788,0
53,Male,High School,11,52,Supportive,60111,High,1.638531027,3.23942152,3.4997691,4.624436323,3.385541674,70.29438763,99.20554171,0
45,Female,Bachelor's,9,59,Supportive,126881,Low,4.362414491,3.286546472,2.797931048,4.721910368,4.19585961,86.90908636,99.90165212,1
39,Male,Master's,9,48,Supportive,75406,Moderate,1.350302294,1.590985298,3.319287092,1.614474214,1.407562584,83.4735002,90.47925176,1
50,Female,Bachelor's,13,51,Supportive,31779,Moderate,4.655060013,1.106410254,2.273877702,4.70296253,2.316973915,55.99700919,99.17175435,1
47,Male,Master's,33,51,Supportive,129273,Moderate,1.49313571,2.979016962,4.033634563,4.116375774,4.052242415,91.88787227,99.69371678,1
47,Female,PhD,20,45,Supportive,105403,Moderate,4.254462904,3.621662787,3.87523294,1.239498507,2.847226136,53.90247642,95.16950776,0
44,Female,Bachelor's,14,35,Supportive,111171,High,1.533875517,2.128622336,2.829846586,1.177908755,3.366632262,78.16746812,95.49522748,0
18,Male,PhD,22,38,Supportive,78733,Low,4.134335579,2.138383178,3.888389785,4.668312795,2.852472136,91.54186256,99.38892147,1
37,Male,PhD,9,36,Supportive,60974,Moderate,3.705557512,4.378086125,2.115023198,1.025980064,4.276520886,82.14420075,91.40899638,0
41,Male,PhD,34,36,Democratic,71025,High,2.820496924,1.732792981,4.766532726,1.750912302,2.689168451,70.21873498,93.84950884,1
28,Male,Master's,19,52,Supportive,103953,Low,1.540964765,2.763060991,4.79834707,2.148436444,4.160977904,66.95384242,91.60293474,1
55,Male,Bachelor's,1,41,Supportive,44621,Moderate,4.590248774,4.654043867,1.458024786,3.978227428,1.718772379,69.50853576,93.40676369,1
55,Male,Master's,1,56,Democratic,101629,Moderate,2.671629935,4.437331279,4.146174624,1.683440798,1.292234584,81.29501165,99.24372046,1
45,Female,PhD,22,21,Authoritarian,58036,Low,3.826874308,1.794602611,1.82578093,1.767967801,2.465314099,65.54560144,92.8558768,1
18,Female,Bachelor's,25,29,Authoritarian,34141,Moderate,3.612546933,4.631490708,2.500985634,3.98295326,2.785049007,83.28368681,92.76780081,1
50,Male,Bachelor's,14,32,Authoritarian,59680,Moderate,1.075710562,2.575911316,4.729967119,1.63503166,2.491481323,56.45453309,97.44165762,1
43,Female,Master's,34,32,Democratic,89412,High,3.163030008,1.996815082,2.165537544,4.500488229,2.974291173,55.01432362,98.70832621,0
23,Male,High School,17,49,Supportive,141316,High,1.526975199,1.03346264,4.293389908,3.090789059,2.705763181,98.55872026,93.78141337,1
28,Male,Master's,31,53,Authoritarian,54624,Moderate,4.671034571,2.242308062,4.18365257,3.500868235,2.787945161,61.48803374,96.77910946,1
43,Male,High School,28,49,Supportive,108052,Moderate,4.361601326,2.044114661,4.021724402,4.793237522,4.572119832,65.46465319,90.26847934,1
59,Male,PhD,18,47,Supportive,37435,Low,4.497668015,3.131505739,1.180463514,3.313154461,3.973196689,72.06229382,96.92707351,1
50,Female,Bachelor's,25,47,Authoritarian,101805,Low,2.918076948,3.696233811,4.46025012,3.91133665,1.279143136,52.49913575,99.79224972,1
44,Male,Bachelor's,2,33,Authoritarian,44292,High,3.639479467,1.654182747,4.906007895,3.337072808,2.745102623,94.23622517,99.32305683,1
50,Male,Master's,32,31,Supportive,65268,Low,1.452211871,1.540732217,2.879196883,1.08659161,4.337511455,59.44625334,93.05722999,1
56,Male,PhD,29,56,Supportive,137967,Moderate,4.253627574,1.843709344,1.297326205,4.895511068,3.827491382,53.41188416,93.29119154,0
41,Male,Bachelor's,27,54,Democratic,109955,High,3.086972903,1.963512255,4.430641588,4.27361059,3.208129503,98.62422811,92.68746945,1
42,Female,Bachelor's,22,38,Authoritarian,140284,Low,2.077438803,4.057296001,1.947703683,3.57917441,4.120767718,62.21022366,95.94855501,1
43,Male,Bachelor's,19,52,Democratic,61826,High,3.410679844,3.958431876,1.279567248,2.994534026,1.338508782,83.36808987,90.95805356,1
54,Male,High School,39,42,Supportive,80390,Low,3.574304891,3.939931887,4.630727781,3.572051921,1.971544946,97.09802438,99.34146415,1
36,Male,Master's,36,53,Authoritarian,57867,Low,2.192230287,3.75697608,4.451517136,3.219726577,1.260538006,97.57318399,97.85866857,1
42,Female,High School,20,24,Democratic,58477,Low,3.855603734,4.972616414,2.974123321,1.186166085,4.780023132,66.39747842,91.77193812,1
31,Male,Bachelor's,32,22,Supportive,95054,Low,4.887803381,4.356769371,1.081908333,3.714125643,2.27244297,85.58038638,93.43410114,1
54,Male,Master's,23,53,Democratic,49665,Moderate,4.105947525,3.865417931,1.821087763,3.907815475,2.817639005,53.08969054,95.69174791,1
57,Female,Master's,30,58,Supportive,95641,High,2.838009066,3.48115461,2.173584579,2.018437317,3.233891166,75.36197491,98.49753049,0
56,Male,Master's,10,39,Supportive,115781,High,3.945015792,2.616593727,2.439530391,1.260799067,2.45816788,80.77542776,92.35836052,0
18,Male,High School,8,25,Authoritarian,145229,Moderate,4.116021576,3.604707843,3.127822795,2.569779394,2.008569043,79.14764747,99.68235124,0
47,Female,Master's,28,33,Authoritarian,137611,High,4.545474588,3.170191449,2.179462512,2.217471134,1.580357787,63.9241228,99.36073502,1
58,Male,Bachelor's,31,58,Supportive,75929,Moderate,1.156314744,2.577938525,4.401069577,4.204032973,1.869848334,99.31814508,95.33479748,1
43,Male,High School,1,28,Authoritarian,40195,Low,3.294511432,2.027966941,4.14517157,3.279931276,2.267542209,64.69184778,90.33609662,1
33,Male,High School,29,52,Supportive,99468,Moderate,1.704158729,2.988357237,3.079992496,1.842526889,1.516990776,73.38739167,95.70120485,1
43,Male,Bachelor's,21,42,Supportive,45733,Low,4.897397826,2.514569534,1.772631004,2.678158578,4.289804364,98.85193768,91.04422446,1
40,Female,Bachelor's,35,43,Authoritarian,143034,High,3.804045068,3.379813955,3.202453192,4.832491182,4.799595935,91.86637169,96.84854479,0
52,Male,Bachelor's,1,25,Democratic,77599,High,1.178644866,3.125943709,2.374126446,2.199895633,4.829267405,64.1733861,94.50944322,0
48,Male,Bachelor's,11,46,Authoritarian,114664,Moderate,1.759410641,2.915882246,2.493514238,1.723273916,1.217464714,92.2470021,95.56948419,1
53,Female,High School,38,27,Supportive,39583,High,1.358080787,3.093169852,1.347451632,4.459975892,2.187780384,56.1394951,99.51477253,1
41,Female,Master's,37,46,Supportive,89902,Low,4.270261318,2.988809614,4.997985402,4.95992246,4.851815814,50.78053111,94.21071398,1
20,Male,Bachelor's,28,55,Supportive,51400,Moderate,4.990330372,3.621813826,3.831448414,2.982222762,4.246854391,81.27782199,91.5617733,0
47,Female,PhD,20,45,Supportive,105403,Moderate,4.254462904,3.621662787,3.87523294,1.239498507,2.847226136,53.90247642,95.16950776,0
32,Male,Master's,2,29,Authoritarian,145884,High,1.300808115,4.395165011,4.206989667,4.371148984,1.257294789,85.75506694,97.24240787,1
34,Female,High School,17,55,Supportive,69462,Moderate,4.202655766,2.970697321,4.104685968,2.643237049,2.162254046,71.53526658,98.5058447,1
53,Female,Master's,24,59,Supportive,84362,Moderate,4.13711926,4.939801265,4.520991978,3.574096641,3.585010071,57.71321355,99.11427219,1
24,Female,PhD,20,25,Democratic,38418,High,2.800207722,1.612539202,1.712081297,2.811072518,3.604769233,51.58945748,92.33094071,1
58,Male,High School,14,40,Supportive,134672,Moderate,2.150873738,3.711579674,1.960278612,1.524484838,4.836523732,91.92674538,96.42782689,0
21,Male,Bachelor's,25,56,Democratic,126090,High,2.298821337,4.473188073,1.191198839,2.785146674,2.301619849,77.6822609,91.868345,0
45,Female,Bachelor's,4,22,Authoritarian,66784,Low,4.390561318,3.522544762,4.311314428,2.669391681,3.543498109,76.5166378,98.85075863,1
42,Female,Bachelor's,26,51,Democratic,61629,High,1.42106065,4.87744498,1.392021659,2.527933879,3.265246486,86.67791765,93.48076078,0
32,Female,High School,8,47,Democratic,92119,Moderate,4.138893661,4.093896071,4.188620423,1.130496886,4.377461965,72.18691387,97.15191871,1
18,Male,Master's,30,20,Authoritarian,60337,Low,4.897219852,3.183610237,3.598129724,1.294201916,4.968994317,69.00036821,99.26062065,1
22,Female,Bachelor's,33,59,Supportive,121137,Moderate,2.876160187,4.385149346,1.044113794,2.597606635,4.339210672,65.19267904,96.8687756,0
49,Female,High School,25,31,Supportive,50269,Moderate,4.365358876,1.266729201,3.86030547,2.737693037,1.074192783,62.98754681,90.79471666,1
56,Female,Bachelor's,7,27,Supportive,58718,Low,4.718022821,4.617605746,2.30282934,3.391183331,1.321265792,61.13924821,94.81821335,1
34,Female,Bachelor's,1,55,Supportive,54398,Low,3.707907009,3.92273639,2.751855856,4.522193369,3.089533222,78.37678932,94.93891352,1
43,Male,High School,9,50,Supportive,95886,Moderate,3.937239956,3.734369701,2.652813522,3.866214559,3.04973293,98.47364102,93.56393501,0
18,Female,High School,31,57,Supportive,139198,Low,2.169212186,3.749497671,4.641087085,3.590342355,3.921992584,89.54103284,95.16328723,1
25,Female,High School,13,22,Authoritarian,97560,Low,3.676734609,1.782831007,1.073353556,2.734424134,4.426287609,78.71143072,95.82200901,1
53,Male,Bachelor's,38,50,Authoritarian,36789,Low,1.956892855,3.666453546,2.038208995,4.106363584,4.867805569,87.51765612,92.73038833,1
19,Male,Bachelor's,38,35,Supportive,113028,Moderate,4.743262496,2.702253463,2.214932356,3.886753565,2.775250964,94.16932435,96.85190607,0
47,Male,Bachelor's,13,38,Supportive,47194,Moderate,2.30675609,3.024332383,1.871617879,2.266988733,1.063573573,65.82640751,90.01128623,1
54,Female,Master's,28,33,Supportive,50541,Moderate,2.891517289,4.611506588,4.887698203,3.376485866,2.448913456,85.30611392,99.99816719,1
31,Female,Master's,38,56,Authoritarian,111218,Low,4.909691791,1.429204841,4.592576683,3.338488036,3.744292622,77.66668362,96.96442209,1
54,Female,High School,18,51,Democratic,133947,High,4.779868255,2.715356061,1.721549904,1.937795395,2.767856436,87.5539597,90.38586201,0
49,Male,High School,25,34,Supportive,141915,High,2.273807867,4.47971825,1.841846991,2.464964725,4.027534431,75.97148645,95.30219407,0
50,Female,Master's,25,45,Supportive,105020,Low,2.548733097,2.618580114,3.23674352,4.733501997,3.179146616,55.32558185,92.36636741,1
55,Female,Bachelor's,6,32,Supportive,79464,Low,1.026101642,4.454186127,4.766539408,2.305281029,3.377637535,73.8163057,98.90314208,1
22,Female,High School,38,38,Democratic,63123,Moderate,2.661756065,3.108903913,4.448838563,4.823323319,4.271506552,66.66985639,93.8613245,1
48,Female,Master's,18,54,Authoritarian,101776,Moderate,1.429657302,3.754580209,2.805692014,3.009206871,1.209968736,50.24862427,91.99096394,1
57,Male,Master's,31,20,Authoritarian,118578,Moderate,4.585126209,4.844473072,1.38635473,4.340094353,4.342770349,51.5567869,99.34911795,0
26,Female,Master's,20,47,Authoritarian,33407,Low,2.840256467,3.955205533,3.990973704,3.875969902,3.025485683,67.3320216,98.82648764,1
25,Female,High School,13,22,Authoritarian,97560,Low,3.676734609,1.782831007,1.073353556,2.734424134,4.426287609,78.71143072,95.82200901,1
59,Female,Bachelor's,32,21,Supportive,122227,Low,3.993443334,2.054028614,2.104344354,4.445145331,4.19996669,93.62065882,99.66253707,1
22,Male,Bachelor's,7,58,Supportive,67921,High,3.645791266,3.431830811,2.34388123,3.043168122,4.171649897,55.86358848,95.0951327,0
31,Female,Master's,32,23,Authoritarian,98178,Moderate,1.900959609,3.763414017,4.800276621,4.066229177,2.421068872,96.85048498,95.54295212,1
34,Female,Master's,34,35,Supportive,54530,Moderate,4.151723754,1.105190907,1.178827726,1.470398466,3.826734783,62.93758226,94.8835462,0
41,Female,Master's,37,46,Supportive,89902,Low,4.270261318,2.988809614,4.997985402,4.95992246,4.851815814,50.78053111,94.21071398,1
54,Male,PhD,13,35,Authoritarian,42224,Low,3.064539219,4.089643999,1.237235579,1.289689251,4.291055742,69.61995511,96.99769043,1
31,Female,Bachelor's,38,44,Democratic,148623,High,1.919225366,3.8191824,3.133579566,2.080008179,4.475855091,59.68167127,92.63192504,0
35,Female,Bachelor's,8,33,Authoritarian,126264,Low,4.298505411,4.190169916,2.820061754,1.899800176,4.452217572,76.68849712,91.59642868,1
19,Male,Bachelor's,33,46,Democratic,72968,Moderate,1.507375708,1.023696262,1.827664749,4.514068836,1.17974181,55.92007921,94.72613209,1
40,Female,Master's,33,20,Authoritarian,126612,High,2.953238571,1.594069697,1.874961292,2.320447191,1.69643699,99.44188164,95.08840848,1
41,Male,High School,7,25,Democratic,33981,High,3.112906431,4.119841842,4.665688757,3.195806965,4.356365995,71.19686279,96.7176796,1
46,Female,PhD,30,47,Supportive,35057,Moderate,3.345838049,1.768134609,4.146667795,2.579150037,1.631307925,98.82715532,93.60969414,1
44,Male,Master's,15,45,Authoritarian,72498,High,4.183146925,3.992828474,3.008648043,2.475516367,2.331082184,89.5982496,97.57476159,0
22,Male,Bachelor's,6,34,Authoritarian,80227,High,4.35149308,4.913777569,4.653651753,3.729972135,3.796709726,54.78242998,99.02740461,1
25,Male,Master's,5,25,Democratic,101356,High,1.286926951,3.596915118,4.242065946,1.164872184,4.467154393,53.90159353,98.501924,1
54,Male,Master's,19,23,Authoritarian,117904,Low,4.818560643,3.036890153,3.338305891,2.507423932,3.680806517,58.12301069,99.38072597,1
